Index,x_m,y_m,
11617,-0.000230548,-0.000124618,
11618,-0.000227585,-0.000129991,
11619,-0.000224497,-0.000135293,
11620,-0.000221282,-0.000140519,
11621,-0.000217942,-0.000145665,
11622,-0.000214483,-0.000150734,
11623,-0.000210908,-0.00015572,
11624,-0.000207218,-0.000160622,
11625,-0.000203416,-0.000165438,
11626,-0.000199503,-0.000170164,
11627,-0.000195482,-0.000174798,
11628,-0.000191354,-0.000179338,
11629,-0.000187118,-0.000183776,
11630,-0.000182776,-0.000188111,
11631,-0.000178334,-0.000192344,
11632,-0.000173796,-0.000196473,
11633,-0.000169163,-0.000200495,
11634,-0.000164438,-0.000204409,
11635,-0.000159624,-0.000208213,
11636,-0.000154722,-0.000211904,
11637,-0.000149737,-0.000215481,
11638,-0.000144668,-0.000218937,
11639,-0.000139516,-0.00022227,
11640,-0.000134288,-0.000225481,
11641,-0.000128987,-0.000228571,
11642,-0.000123615,-0.000231536,
11643,-0.000118177,-0.000234377,
11644,-0.000112674,-0.000237091,
11645,-0.00010711,-0.000239677,
11646,-0.000101488,-0.000242133,
11647,-9.58E-05,-0.000244456,
11648,-9.01E-05,-0.00024664,
11649,-8.43E-05,-0.000248688,
11650,-7.85E-05,-0.000250602,
11651,-7.26E-05,-0.000252381,
11652,-6.67E-05,-0.000254023,
11653,-6.07E-05,-0.000255528,
11654,-5.47E-05,-0.000256895,
11655,-4.87E-05,-0.000258124,
11656,-4.27E-05,-0.000259211,
11657,-3.66E-05,-0.000260151,
11658,-3.06E-05,-0.000260947,
11659,-2.45E-05,-0.000261602,
11660,-1.83E-05,-0.000262116,
11661,-1.22E-05,-0.000262488,
11662,-6.08E-06,-0.000262719,
11663,5.38E-08,-0.000262807,
11664,6.19E-06,-0.000262754,
11665,1.23E-05,-0.000262558,
11666,1.84E-05,-0.000262215,
11667,2.46E-05,-0.000261724,
11668,3.07E-05,-0.000261091,
11669,3.68E-05,-0.000260318,
11670,4.28E-05,-0.000259405,
11671,4.89E-05,-0.000258351,
11672,5.49E-05,-0.000257159,
11673,6.09E-05,-0.000255827,
11674,6.68E-05,-0.000254357,
11675,7.28E-05,-0.000252745,
11676,7.86E-05,-0.00025099,
11677,8.45E-05,-0.000249099,
11678,9.03E-05,-0.000247074,
11679,9.60E-05,-0.000244916,
11680,0.000101694,-0.000242625,
11681,0.000107331,-0.000240204,
11682,0.000112912,-0.000237653,
11683,0.000118432,-0.000234974,
11684,0.000123886,-0.000232164,
11685,0.000129271,-0.000229224,
11686,0.000134586,-0.000226158,
11687,0.000139829,-0.00022297,
11688,0.000144996,-0.000219662,
11689,0.000150086,-0.000216236,
11690,0.000155095,-0.000212693,
11691,0.000160022,-0.000209036,
11692,0.000164862,-0.000205266,
11693,0.000169613,-0.000201382,
11694,0.000174268,-0.000197386,
11695,0.000178828,-0.00019328,
11696,0.000183292,-0.00018907,
11697,0.000187657,-0.000184759,
11698,0.000191922,-0.000180348,
11699,0.000196084,-0.000175839,
11700,0.00020014,-0.000171236,
11701,0.00020409,-0.000166541,
11702,0.000207929,-0.000161754,
11703,0.000211651,-0.000156877,
11704,0.000215256,-0.000151912,
11705,0.000218746,-0.000146865,
11706,0.000222118,-0.00014174,
11707,0.000225371,-0.000136537,
11708,0.000228504,-0.000131262,
11709,0.000231513,-0.000125915,
11710,0.000234399,-0.0001205,
11711,0.00023716,-0.000115021,
11712,0.000239787,-0.000109476,
11713,0.00024228,-0.000103869,
11714,0.000244643,-9.82E-05,
11715,0.000246875,-9.25E-05,
11716,0.000248975,-8.67E-05,
11717,0.000250941,-8.09E-05,
11718,0.000252773,-7.51E-05,
11719,0.00025447,-6.92E-05,
11720,0.00025603,-6.32E-05,
11721,0.000257448,-5.73E-05,
11722,0.000258722,-5.13E-05,
11723,0.000259856,-4.52E-05,
11724,0.000260851,-3.92E-05,
11725,0.000261706,-3.31E-05,
11726,0.000262421,-2.70E-05,
11727,0.000262996,-2.09E-05,
11728,0.000263429,-1.48E-05,
11729,0.000263722,-8.65E-06,
11730,0.00026387,-2.51E-06,
11731,0.00026387,3.62E-06,
11732,0.000263726,9.76E-06,
11733,0.000263441,1.59E-05,
11734,0.000263015,2.20E-05,
11735,0.000262448,2.81E-05,
11736,0.000261741,3.42E-05,
11737,0.000260893,4.03E-05,
11738,0.000259906,4.63E-05,
11739,0.000258777,5.24E-05,
11740,0.000257504,5.84E-05,
11741,0.000256089,6.43E-05,
11742,0.000254537,7.03E-05,
11743,0.000252849,7.62E-05,
11744,0.000251026,8.20E-05,
11745,0.000249069,8.79E-05,
11746,0.000246978,9.36E-05,
11747,0.000244755,9.93E-05,
11748,0.0002424,0.000105009,
11749,0.000239909,0.000110616,
11750,0.000237285,0.000116163,
11751,0.000234535,0.000121647,
11752,0.000231659,0.000127067,
11753,0.00022866,0.00013242,
11754,0.000225538,0.000137702,
11755,0.000222295,0.00014291,
11756,0.000218934,0.000148043,
11757,0.000215455,0.000153098,
11758,0.000211856,0.000158067,
11759,0.000208139,0.000162949,
11760,0.00020431,0.000167743,
11761,0.000200373,0.000172449,
11762,0.000196328,0.000177062,
11763,0.000192178,0.000181582,
11764,0.000187926,0.000186004,
11765,0.000183573,0.000190328,
11766,0.000179121,0.000194551,
11767,0.000174571,0.000198667,
11768,0.000169923,0.000202673,
11769,0.000165183,0.000206569,
11770,0.000160356,0.000210356,
11771,0.000155442,0.00021403,
11772,0.000150445,0.000217591,
11773,0.000145368,0.000221036,
11774,0.000140213,0.000224364,
11775,0.000134983,0.000227572,
11776,0.000129679,0.000230656,
11777,0.000124303,0.000233613,
11778,0.000118858,0.000236442,
11779,0.000113351,0.000239146,
11780,0.000107782,0.000241722,
11781,0.000102156,0.00024417,
11782,9.65E-05,0.000246488,
11783,9.07E-05,0.000248676,
11784,8.50E-05,0.000250731,
11785,7.91E-05,0.000252651,
11786,7.33E-05,0.00025443,
11787,6.73E-05,0.00025607,
11788,6.14E-05,0.000257575,
11789,5.54E-05,0.000258942,
11790,4.94E-05,0.000260171,
11791,4.34E-05,0.000261263,
11792,3.73E-05,0.000262215,
11793,3.12E-05,0.000263029,
11794,2.51E-05,0.000263702,
11795,1.90E-05,0.000264228,
11796,1.29E-05,0.000264609,
11797,6.76E-06,0.000264849,
11798,6.27E-07,0.000264948,
11799,-5.51E-06,0.000264907,
11800,-1.16E-05,0.000264724,
11801,-1.78E-05,0.000264402,
11802,-2.39E-05,0.000263939,
11803,-3.00E-05,0.000263335,
11804,-3.61E-05,0.000262587,
11805,-4.22E-05,0.000261693,
11806,-4.82E-05,0.000260659,
11807,-5.42E-05,0.000259486,
11808,-6.02E-05,0.000258177,
11809,-6.62E-05,0.00025673,
11810,-7.21E-05,0.000255146,
11811,-7.80E-05,0.000253428,
11812,-8.38E-05,0.000251574,
11813,-8.97E-05,0.000249583,
11814,-9.54E-05,0.000247454,
11815,-0.000101109,0.000245192,
11816,-0.000106759,0.0002428,
11817,-0.000112352,0.000240278,
11818,-0.000117887,0.00023763,
11819,-0.000123359,0.000234855,
11820,-0.000128766,0.000231956,
11821,-0.000134106,0.000228933,
11822,-0.000139373,0.000225787,
11823,-0.000144564,0.000222515,
11824,-0.000149677,0.000219123,
11825,-0.00015471,0.000215614,
11826,-0.000159662,0.000211991,
11827,-0.00016453,0.000208256,
11828,-0.00016931,0.00020441,
11829,-0.000174002,0.000200456,
11830,-0.000178602,0.000196395,
11831,-0.000183106,0.00019223,
11832,-0.00018751,0.000187957,
11833,-0.000191811,0.000183581,
11834,-0.000196011,0.000179109,
11835,-0.000200108,0.000174541,
11836,-0.000204099,0.000169881,
11837,-0.000207982,0.000165131,
11838,-0.000211756,0.000160293,
11839,-0.000215418,0.00015537,
11840,-0.000218966,0.000150364,
11841,-0.000222394,0.000145275,
11842,-0.000225699,0.000140106,
11843,-0.000228885,0.000134862,
11844,-0.00023195,0.000129547,
11845,-0.000234893,0.000124163,
11846,-0.000237712,0.000118714,
11847,-0.000240406,0.000113201,
11848,-0.000242973,0.000107628,
11849,-0.000245412,0.000101998,
11850,-0.000247716,9.63E-05,
11851,-0.000249885,9.06E-05,
11852,-0.00025192,8.48E-05,
11853,-0.000253823,7.90E-05,
11854,-0.000255591,7.31E-05,
11855,-0.000257225,6.72E-05,
11856,-0.000258723,6.12E-05,
11857,-0.000260085,5.52E-05,
11858,-0.00026131,4.92E-05,
11859,-0.000262394,4.32E-05,
11860,-0.000263333,3.71E-05,
11861,-0.00026413,3.10E-05,
11862,-0.000264789,2.49E-05,
11863,-0.000265308,1.88E-05,
11864,-0.000265687,1.27E-05,
11865,-0.000265926,6.56E-06,
11866,-0.000266025,4.26E-07,
11867,-0.000265984,-5.71E-06,
11868,-0.000265801,-1.18E-05,
11869,-0.000265471,-1.80E-05,
11870,-0.000264997,-2.41E-05,
11871,-0.000264384,-3.02E-05,
11872,-0.000263632,-3.63E-05,
11873,-0.00026274,-4.24E-05,
11874,-0.000261711,-4.84E-05,
11875,-0.000260543,-5.44E-05,
11876,-0.000259239,-6.04E-05,
11877,-0.000257797,-6.64E-05,
11878,-0.000256212,-7.23E-05,
11879,-0.000254489,-7.82E-05,
11880,-0.000252631,-8.40E-05,
11881,-0.00025064,-8.98E-05,
11882,-0.000248517,-9.56E-05,
11883,-0.000246264,-0.000101313,
11884,-0.000243881,-0.000106967,
11885,-0.000241369,-0.000112565,
11886,-0.000238731,-0.000118105,
11887,-0.000235961,-0.00012358,
11888,-0.000233061,-0.000128987,
11889,-0.000230039,-0.000134327,
11890,-0.000226896,-0.000139596,
11891,-0.000223634,-0.000144793,
11892,-0.000220254,-0.000149913,
11893,-0.000216757,-0.000154955,
11894,-0.000213147,-0.000159916,
11895,-0.000209425,-0.000164794,
11896,-0.000205588,-0.000169582,
11897,-0.000201639,-0.000174278,
11898,-0.000197583,-0.000178882,
11899,-0.000193422,-0.000183391,
11900,-0.00018916,-0.000187805,
11901,-0.000184799,-0.000192121,
11902,-0.00018034,-0.000196335,
11903,-0.000175786,-0.000200447,
11904,-0.00017114,-0.000204455,
11905,-0.000166401,-0.000208353,
11906,-0.000161571,-0.000212137,
11907,-0.000156655,-0.000215807,
11908,-0.000151656,-0.000219365,
11909,-0.000146577,-0.000222807,
11910,-0.000141421,-0.000226133,
11911,-0.000136191,-0.000229341,
11912,-0.000130889,-0.000232429,
11913,-0.000125518,-0.000235395,
11914,-0.00012008,-0.000238237,
11915,-0.000114575,-0.000240948,
11916,-0.000109009,-0.000243529,
11917,-0.000103385,-0.000245983,
11918,-9.77E-05,-0.000248308,
11919,-9.20E-05,-0.000250503,
11920,-8.62E-05,-0.000252567,
11921,-8.04E-05,-0.000254499,
11922,-7.45E-05,-0.000256298,
11923,-6.86E-05,-0.000257963,
11924,-6.27E-05,-0.000259486,
11925,-5.67E-05,-0.000260868,
11926,-5.07E-05,-0.000262114,
11927,-4.46E-05,-0.000263223,
11928,-3.86E-05,-0.000264194,
11929,-3.25E-05,-0.000265027,
11930,-2.64E-05,-0.000265721,
11931,-2.03E-05,-0.000266277,
11932,-1.42E-05,-0.000266693,
11933,-8.05E-06,-0.000266965,
11934,-1.91E-06,-0.000267091,
11935,4.22E-06,-0.000267076,
11936,1.04E-05,-0.000266922,
11937,1.65E-05,-0.000266628,
11938,2.26E-05,-0.000266195,
11939,2.87E-05,-0.000265623,
11940,3.48E-05,-0.000264913,
11941,4.09E-05,-0.000264063,
11942,4.69E-05,-0.000263072,
11943,5.30E-05,-0.000261937,
11944,5.90E-05,-0.000260663,
11945,6.49E-05,-0.000259254,
11946,7.09E-05,-0.000257708,
11947,7.68E-05,-0.000256029,
11948,8.26E-05,-0.000254215,
11949,8.85E-05,-0.000252269,
11950,9.42E-05,-0.000250191,
11951,1.00E-04,-0.000247979,
11952,0.00010563,-0.000245633,
11953,0.000111243,-0.000243155,
11954,0.000116798,-0.00024055,
11955,0.000122293,-0.000237819,
11956,0.000127724,-0.000234965,
11957,0.000133089,-0.000231987,
11958,0.000138385,-0.000228889,
11959,0.000143609,-0.000225671,
11960,0.000148758,-0.000222334,
11961,0.000153826,-0.000218876,
11962,0.000158812,-0.000215299,
11963,0.000163715,-0.000211611,
11964,0.000168533,-0.000207812,
11965,0.000173263,-0.000203904,
11966,0.000177904,-0.000199891,
11967,0.000182452,-0.000195772,
11968,0.000186906,-0.000191552,
11969,0.000191262,-0.000187231,
11970,0.000195515,-0.000182809,
11971,0.000199662,-0.000178286,
11972,0.000203705,-0.000173671,
11973,0.000207642,-0.000168965,
11974,0.000211472,-0.000164172,
11975,0.000215191,-0.000159292,
11976,0.000218799,-0.000154329,
11977,0.000222294,-0.000149286,
11978,0.000225673,-0.000144165,
11979,0.000228931,-0.000138965,
11980,0.000232064,-0.00013369,
11981,0.000235076,-0.000128345,
11982,0.000237966,-0.000122932,
11983,0.000240733,-0.000117456,
11984,0.000243374,-0.000111918,
11985,0.00024589,-0.000106321,
11986,0.000248277,-0.000100669,
11987,0.000250536,-9.50E-05,
11988,0.000252661,-8.92E-05,
11989,0.00025465,-8.34E-05,
11990,0.000256504,-7.76E-05,
11991,0.000258225,-7.17E-05,
11992,0.000259811,-6.57E-05,
11993,0.000261263,-5.98E-05,
11994,0.00026258,-5.38E-05,
11995,0.00026376,-4.78E-05,
11996,0.000264804,-4.17E-05,
11997,0.000265708,-3.56E-05,
11998,0.000266468,-2.96E-05,
11999,0.000267086,-2.35E-05,
12000,0.000267565,-1.73E-05,
12001,0.000267906,-1.12E-05,
12002,0.000268107,-5.08E-06,
12003,0.00026817,1.05E-06,
12004,0.000268094,7.19E-06,
12005,0.000267879,1.33E-05,
12006,0.000267523,1.94E-05,
12007,0.000267023,2.56E-05,
12008,0.00026638,3.17E-05,
12009,0.000265598,3.78E-05,
12010,0.000264679,4.38E-05,
12011,0.000263622,4.99E-05,
12012,0.000262429,5.59E-05,
12013,0.0002611,6.19E-05,
12014,0.000259636,6.78E-05,
12015,0.000258037,7.38E-05,
12016,0.000256298,7.96E-05,
12017,0.000254422,8.55E-05,
12018,0.000252413,9.13E-05,
12019,0.000250273,9.70E-05,
12020,0.000248003,0.000102725,
12021,0.000245606,0.000108373,
12022,0.000243081,0.000113965,
12023,0.00024043,0.000119498,
12024,0.000237654,0.00012497,
12025,0.000234751,0.000130376,
12026,0.000231722,0.000135712,
12027,0.000228571,0.000140976,
12028,0.000225301,0.000146168,
12029,0.000221915,0.000151285,
12030,0.000218415,0.000156324,
12031,0.000214801,0.000161282,
12032,0.000211076,0.000166158,
12033,0.000207241,0.000170948,
12034,0.000203297,0.000175648,
12035,0.000199242,0.000180253,
12036,0.000195083,0.000184763,
12037,0.000190822,0.000189179,
12038,0.000186463,0.000193496,
12039,0.000182007,0.000197714,
12040,0.000177457,0.000201831,
12041,0.000172815,0.000205843,
12042,0.000168084,0.000209749,
12043,0.000163264,0.000213546,
12044,0.000158356,0.000217228,
12045,0.000153363,0.000220795,
12046,0.000148291,0.000224248,
12047,0.000143143,0.000227585,
12048,0.00013792,0.000230805,
12049,0.000132626,0.000233906,
12050,0.000127263,0.000236887,
12051,0.000121834,0.000239746,
12052,0.000116342,0.000242481,
12053,0.000110786,0.000245086,
12054,0.000105171,0.000247559,
12055,9.95E-05,0.000249905,
12056,9.38E-05,0.000252122,
12057,8.80E-05,0.000254209,
12058,8.22E-05,0.000256166,
12059,7.63E-05,0.000257991,
12060,7.04E-05,0.000259682,
12061,6.45E-05,0.000261241,
12062,5.85E-05,0.000262659,
12063,5.25E-05,0.000263937,
12064,4.65E-05,0.000265077,
12065,4.05E-05,0.000266082,
12066,3.44E-05,0.000266949,
12067,2.83E-05,0.000267679,
12068,2.22E-05,0.000268272,
12069,1.61E-05,0.000268726,
12070,9.93E-06,0.000269042,
12071,3.80E-06,0.000269216,
12072,-2.34E-06,0.000269245,
12073,-8.47E-06,0.000269133,
12074,-1.46E-05,0.000268884,
12075,-2.07E-05,0.000268495,
12076,-2.68E-05,0.000267969,
12077,-3.29E-05,0.000267305,
12078,-3.90E-05,0.000266504,
12079,-4.51E-05,0.000265565,
12080,-5.11E-05,0.000264487,
12081,-5.71E-05,0.000263267,
12082,-6.31E-05,0.000261909,
12083,-6.91E-05,0.000260416,
12084,-7.50E-05,0.000258789,
12085,-8.09E-05,0.000257029,
12086,-8.67E-05,0.000255137,
12087,-9.25E-05,0.000253114,
12088,-9.82E-05,0.00025096,
12089,-0.000103935,0.000248677,
12090,-0.000109574,0.00024626,
12091,-0.000115156,0.000243712,
12092,-0.000120679,0.000241039,
12093,-0.00012614,0.000238242,
12094,-0.000131537,0.000235322,
12095,-0.000136866,0.000232282,
12096,-0.000142126,0.000229123,
12097,-0.000147313,0.000225845,
12098,-0.000152425,0.000222452,
12099,-0.000157455,0.000218939,
12100,-0.000162402,0.000215309,
12101,-0.000167265,0.000211568,
12102,-0.000172043,0.000207719,
12103,-0.000176733,0.000203763,
12104,-0.000181333,0.000199702,
12105,-0.00018584,0.000195539,
12106,-0.000190252,0.000191275,
12107,-0.000194567,0.000186913,
12108,-0.000198779,0.000182452,
12109,-0.000202885,0.000177892,
12110,-0.000206887,0.000173241,
12111,-0.000210782,0.0001685,
12112,-0.00021457,0.000163674,
12113,-0.000218248,0.000158763,
12114,-0.000221815,0.00015377,
12115,-0.000225268,0.000148699,
12116,-0.000228607,0.000143551,
12117,-0.000231825,0.000138327,
12118,-0.00023492,0.000133029,
12119,-0.000237893,0.000127661,
12120,-0.000240744,0.000122228,
12121,-0.000243472,0.000116732,
12122,-0.000246075,0.000111177,
12123,-0.000248553,0.000105564,
12124,-0.000250904,9.99E-05,
12125,-0.000253127,9.42E-05,
12126,-0.000255219,8.84E-05,
12127,-0.000257174,8.26E-05,
12128,-0.000258994,7.67E-05,
12129,-0.000260682,7.08E-05,
12130,-0.000262237,6.49E-05,
12131,-0.000263658,5.89E-05,
12132,-0.000264945,5.29E-05,
12133,-0.000266096,4.69E-05,
12134,-0.000267112,4.09E-05,
12135,-0.00026799,3.48E-05,
12136,-0.000268725,2.87E-05,
12137,-0.000269318,2.26E-05,
12138,-0.000269773,1.65E-05,
12139,-0.000270091,1.03E-05,
12140,-0.000270271,4.20E-06,
12141,-0.000270313,-1.93E-06,
12142,-0.000270217,-8.07E-06,
12143,-0.000269983,-1.42E-05,
12144,-0.000269612,-2.03E-05,
12145,-0.000269097,-2.64E-05,
12146,-0.000268439,-3.25E-05,
12147,-0.000267643,-3.86E-05,
12148,-0.000266711,-4.47E-05,
12149,-0.000265643,-5.07E-05,
12150,-0.00026444,-5.67E-05,
12151,-0.000263101,-6.27E-05,
12152,-0.000261629,-6.87E-05,
12153,-0.000260023,-7.46E-05,
12154,-0.000258279,-8.05E-05,
12155,-0.000256399,-8.63E-05,
12156,-0.000254386,-9.21E-05,
12157,-0.000252244,-9.79E-05,
12158,-0.000249973,-0.000103579,
12159,-0.000247574,-0.000109226,
12160,-0.00024505,-0.000114818,
12161,-0.0002424,-0.000120352,
12162,-0.000239627,-0.000125825,
12163,-0.000236729,-0.000131234,
12164,-0.000233705,-0.000136572,
12165,-0.000230559,-0.00014184,
12166,-0.000227296,-0.000147036,
12167,-0.000223916,-0.000152157,
12168,-0.000220423,-0.000157202,
12169,-0.000216818,-0.000162166,
12170,-0.000213102,-0.000167048,
12171,-0.000209277,-0.000171846,
12172,-0.000205344,-0.000176556,
12173,-0.000201302,-0.000181172,
12174,-0.000197154,-0.000185693,
12175,-0.000192906,-0.00019012,
12176,-0.00018856,-0.000194451,
12177,-0.000184117,-0.000198683,
12178,-0.000179581,-0.000202814,
12179,-0.000174953,-0.000206843,
12180,-0.000170236,-0.000210767,
12181,-0.000165432,-0.000214584,
12182,-0.000160539,-0.000218286,
12183,-0.000155562,-0.000221874,
12184,-0.000150505,-0.000225349,
12185,-0.000145372,-0.00022871,
12186,-0.000140165,-0.000231956,
12187,-0.000134886,-0.000235083,
12188,-0.000129539,-0.000238091,
12189,-0.000124125,-0.000240979,
12190,-0.000118648,-0.000243745,
12191,-0.000113108,-0.000246382,
12192,-0.000107508,-0.000248889,
12193,-0.000101853,-0.000251269,
12194,-9.61E-05,-0.000253522,
12195,-9.04E-05,-0.000255646,
12196,-8.46E-05,-0.000257641,
12197,-7.87E-05,-0.000259505,
12198,-7.29E-05,-0.000261238,
12199,-6.69E-05,-0.000262838,
12200,-6.10E-05,-0.000264301,
12201,-5.50E-05,-0.000265625,
12202,-4.90E-05,-0.000266812,
12203,-4.29E-05,-0.000267864,
12204,-3.69E-05,-0.00026878,
12205,-3.08E-05,-0.00026956,
12206,-2.47E-05,-0.000270203,
12207,-1.85E-05,-0.00027071,
12208,-1.24E-05,-0.00027108,
12209,-6.29E-06,-0.000271309,
12210,-1.57E-07,-0.000271396,
12211,5.98E-06,-0.000271341,
12212,1.21E-05,-0.000271149,
12213,1.82E-05,-0.00027082,
12214,2.44E-05,-0.000270354,
12215,3.05E-05,-0.000269751,
12216,3.66E-05,-0.000269011,
12217,4.26E-05,-0.000268135,
12218,4.87E-05,-0.000267123,
12219,5.47E-05,-0.000265968,
12220,6.07E-05,-0.000264675,
12221,6.67E-05,-0.000263248,
12222,7.26E-05,-0.000261688,
12223,7.85E-05,-0.000259995,
12224,8.44E-05,-0.000258171,
12225,9.02E-05,-0.000256216,
12226,9.59E-05,-0.000254132,
12227,0.000101668,-0.000251919,
12228,0.000107337,-0.000249572,
12229,0.00011295,-0.000247094,
12230,0.000118506,-0.000244492,
12231,0.000124003,-0.000241765,
12232,0.000129437,-0.000238917,
12233,0.000134807,-0.000235947,
12234,0.000140108,-0.000232858,
12235,0.000145339,-0.000229652,
12236,0.000150497,-0.000226329,
12237,0.000155577,-0.000222888,
12238,0.000160575,-0.000219329,
12239,0.000165492,-0.000215658,
12240,0.000170325,-0.000211878,
12241,0.000175072,-0.000207991,
12242,0.000179732,-0.000203999,
12243,0.000184301,-0.000199904,
12244,0.000188777,-0.000195708,
12245,0.000193159,-0.000191413,
12246,0.000197441,-0.000187018,
12247,0.000201619,-0.000182525,
12248,0.000205694,-0.000177937,
12249,0.000209665,-0.00017326,
12250,0.000213531,-0.000168496,
12251,0.000217289,-0.000163646,
12252,0.000220938,-0.000158713,
12253,0.000224476,-0.000153701,
12254,0.000227901,-0.00014861,
12255,0.00023121,-0.000143443,
12256,0.000234397,-0.0001382,
12257,0.000237464,-0.000132885,
12258,0.00024041,-0.000127503,
12259,0.000243236,-0.000122057,
12260,0.000245939,-0.000116549,
12261,0.000248519,-0.000110982,
12262,0.000250974,-0.000105359,
12263,0.000253303,-9.97E-05,
12264,0.000255503,-9.40E-05,
12265,0.00025757,-8.82E-05,
12266,0.000259502,-8.24E-05,
12267,0.000261303,-7.65E-05,
12268,0.000262973,-7.06E-05,
12269,0.000264511,-6.46E-05,
12270,0.000265917,-5.87E-05,
12271,0.000267188,-5.27E-05,
12272,0.000268325,-4.66E-05,
12273,0.000269328,-4.06E-05,
12274,0.000270189,-3.45E-05,
12275,0.000270909,-2.84E-05,
12276,0.000271492,-2.23E-05,
12277,0.000271939,-1.62E-05,
12278,0.000272249,-1.01E-05,
12279,0.000272422,-3.93E-06,
12280,0.000272459,2.20E-06,
12281,0.000272359,8.34E-06,
12282,0.000272122,1.45E-05,
12283,0.000271743,2.06E-05,
12284,0.000271223,2.67E-05,
12285,0.000270564,3.28E-05,
12286,0.00026977,3.89E-05,
12287,0.00026884,4.50E-05,
12288,0.000267775,5.10E-05,
12289,0.000266576,5.70E-05,
12290,0.000265243,6.30E-05,
12291,0.000263777,6.90E-05,
12292,0.000262175,7.49E-05,
12293,0.000260436,8.08E-05,
12294,0.000258564,8.66E-05,
12295,0.000256561,9.24E-05,
12296,0.00025443,9.82E-05,
12297,0.000252172,0.000103873,
12298,0.000249786,0.000109526,
12299,0.000247276,0.000115124,
12300,0.000244641,0.000120666,
12301,0.000241882,0.000126146,
12302,0.000238996,0.000131561,
