Index,x_m,y_m,t_sec
456,-1.12625411679e-05,4.91884771379e-06,0.00130702
457,-1.14656730865e-05,4.51785972764e-06,0.00130988
458,-1.16688050051e-05,4.11687174149e-06,0.00131274
459,-1.18719369236e-05,3.71588375534e-06,0.0013156
460,-1.20750688422e-05,3.31489576918e-06,0.00131846
461,-1.22782007608e-05,2.91390778303e-06,0.00132132
462,-1.24409846842e-05,2.50021517174e-06,0.00132418
463,-1.2509067982e-05,2.05670358318e-06,0.00132704
464,-1.25250229149e-05,1.59677801091e-06,0.0013299
465,-1.25409778478e-05,1.13685243863e-06,0.00133276
466,-1.25569327807e-05,6.76926866355e-07,0.00133562
467,-1.25728877136e-05,2.17001294081e-07,0.00133848
468,-1.25888426465e-05,-2.42924278193e-07,0.00134134
469,-1.26047975794e-05,-7.02849850467e-07,0.0013442
470,-1.26207525123e-05,-1.16277542274e-06,0.00134706
471,-1.26367074452e-05,-1.62270099501e-06,0.00134992
472,-1.26526623781e-05,-2.08262656729e-06,0.00135278
473,-1.2668617311e-05,-2.54255213956e-06,0.00135564
474,-1.26331684047e-05,-2.99599326044e-06,0.0013585
475,-1.25002751191e-05,-3.43714204377e-06,0.00136136
476,-1.23214270299e-05,-3.8724937564e-06,0.00136422
477,-1.21425789406e-05,-4.30784546903e-06,0.00136708
478,-1.19637308514e-05,-4.74319718166e-06,0.00136994
479,-1.17848827622e-05,-5.17854889429e-06,0.0013728
480,-1.1606034673e-05,-5.61390060692e-06,0.00137566
481,-1.14271865838e-05,-6.04925231955e-06,0.00137852
482,-1.12483384945e-05,-6.48460403218e-06,0.00138138
483,-1.10694904053e-05,-6.91995574481e-06,0.00138424
